File,Skills
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_598\Recommendation_From_ID_28.txt,"['customer service', 'customer service', 'customer service', 'operational', 'cashier', 'customer interactions', 'effective sales', 'processing transactions', 'positive', 'communication skills', 'adaptability', 'managed', 'quality service', 'friendly', 'natural', 'teamwork']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_599\Recommendation_From_ID_583.txt,"['customer service', 'public relation', 'event planning', 'coordinator', 'communication skills', 'sales', 'boost', 'mobile', 'coordinator', 'innovative', 'scheduling systems', 'communication', 'manage', 'collaboration', 'proactive']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_598\Recommendation_From_ID_826.txt,"['customer service', 'community', 'leadership', 'interact', 'build relationships', 'public speaking', 'community', 'community', 'collaboration', 'communication skills', 'managed', 'operations', 'interactions', 'adaptability', 'maintaining', 'person', 'service excellence', 'community']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_6\Recommendation_From_ID_390.txt,"['head start', 'case management', 'crisis intervention', 'special education', 'interpersonal communication', 'relationship building', 'social justice', 'center', 'advocacy', 'community organization', 'collaboration', 'advocacy', 'honed', 'disability', 'community organizing', 'think critically', 'resource']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_6\Recommendation_From_ID_232.txt,"['advocacy', 'disability', 'landscape', 'disabilities', 'communication', 'innovative', 'community', 'collaborating', 'coupled', 'communication skills', 'positive']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_60\Recommendation_From_ID_922.txt,"['organizational skill', 'occupational therapy', 'service delivery', 'regulatory compliance', 'occupational therapist', 'managing', 'operations', 'occupational therapist', 'pediatric', 'geriatric', 'treatment plans', 'motor skills', 'occupational therapist', 'leadership', 'operations', 'teams effectively', 'occupational therapist', 'patient care', 'patient care']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_599\Recommendation_From_ID_118.txt,"['public relation', 'organizational skill', 'event management', 'streamlining', 'operations', 'coordinator', 'managing communications', 'logistics', 'filing systems', 'coordinated', 'scheduling system', 'scheduling system', 'arts administration', 'community stakeholders', 'communication', 'execution', 'proactive', 'arts community', 'reliable', 'innovative', 'coordinator']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_600\Recommendation_From_ID_113.txt,"['analytical skill', 'financial system', 'cash flow', 'financial datum', 'budget development', 'financial accountant', 'finance', 'leadership', 'managed', 'present', 'reflects', 'landscape', 'shared project', 'finance', 'effective team', 'professionally', 'communication skills', 'collaborative', 'finance']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_60\Recommendation_From_ID_518.txt,"['operating room', 'occupational therapy', 'problem solve', 'service delivery', 'coordinator', 'occupational therapist', 'leadership', 'management', 'operations', 'pediatric', 'communication', 'team performance', 'enhances performance', 'collaboration', 'patient care', 'professionals', 'track', 'professionalism', 'industry']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_60\Recommendation_From_ID_743.txt,"['regulatory compliance', 'operational excellence', 'service quality', 'occupational therapist', 'track', 'operational management', 'nursing assistant', 'coordinator', 'pediatric', 'occupational therapist', 'personalized', 'treatment plans', 'motor skills', 'motor skills', 'skills demonstrating', 'management', 'maintaining', 'patient care', 'communication skills', 'collaboration', 'positive', 'work environment']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_601\Recommendation_From_ID_532.txt,"['social', 'services field', 'services field', 'vulnerable', 'advising', 'healthcare processes', 'communication skills', 'collaboration', 'collaboration', 'receive', 'assess needs', 'resources', 'cultivate', 'innovative']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_600\Recommendation_From_ID_263.txt,"['financial management', 'cash flow', 'problem solve', 'cash flow', 'general accountant', 'finance', 'instrumental', 'managed', 'accounting', 'operations', 'forecasts', 'finance', 'presenting', 'eyes', 'leadership', 'finance', 'activities', 'operational', 'managing', 'budgets', 'accounting', 'finance']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_600\Recommendation_From_ID_864.txt,"['financial management', 'cash flow', 'resource allocation', 'financial datum', 'financial acumen', 'professionals', 'finance', 'operational', 'managing cash', 'patient care', 'budgeting', 'finance', 'leadership', 'teamwork', 'collaboration', 'coordinating patient', 'patient care', 'patient care', 'position']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_60\Recommendation_From_ID_724.txt,"['service quality', 'customer satisfaction', 'business manager', 'managing', 'billing', 'human resources', 'accounts', 'employee management', 'streamlining', 'operations', 'reliable', 'occupational therapist', 'operational management', 'leadership', 'operations', 'maintaining', 'collaboration', 'operations', 'patient care']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_601\Recommendation_From_ID_655.txt,"['public health', 'communicable disease', 'community health', 'collaborating', 'professionals', 'vulnerable', 'advocacy', 'management', 'interaction', 'health services', 'health care', 'health information', 'community', 'proactive', 'coupled', 'communication skills']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_602\Recommendation_From_ID_376.txt,"['employee relation', 'policy development', 'organizational leadership', 'employee relation', 'executive leadership', 'coordinator', 'professionalism', 'advising', 'management', 'management', 'levels']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_600\Recommendation_From_ID_873.txt,"['financial acumen', 'financial datum', 'operational efficiency', 'financial management', 'nurse', 'collaborating', 'interactions', 'finance', 'finance', 'instrumental', 'resources', 'patient care', 'proactive', 'budgeting processes', 'financial accountability', 'finance', 'managed', 'budget', 'implemented systems', 'billing', 'collection', 'communicate', 'nursing', 'decision making', 'reservation']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_604\Recommendation_From_ID_864.txt,"['strategic partnership', 'landscape', 'seasoned', 'patient needs', 'accessible', 'compassion', 'communities', 'presentations', 'preventative care', 'illuminate', 'advocacy', 'patient care', 'communication', 'positions']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_604\Recommendation_From_ID_260.txt,"['customer service', 'call center', 'case management', 'patient advocacy', 'preventive care', 'managing', 'inquiries', 'communication', 'empathy', 'educating communities', 'claims', 'echoes', 'community', 'positively', 'professionalism']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_605\Recommendation_From_ID_36.txt,"['call center', 'HRIS', 'communication management', 'communication organized', 'management', 'cultivate', 'track', 'strategically sourcing', 'proactive', 'management', 'continuous improvement', 'positive', 'organizational culture']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_601\Recommendation_From_ID_131.txt,"['healthcare service', 'manager', 'managing', 'human resources', 'vulnerable', 'compassion', 'interactions', 'communication skills', 'educate clients', 'leadership', 'empathy', 'effectively managing', 'schedule', 'integration', 'patient needs', 'advocacy', 'creativity']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_606\Recommendation_From_ID_428.txt,"['customer service', 'accountant', 'accountant', 'administrative support', 'disability', 'human resources', 'manages diverse', 'financial analysis', 'financial analysis', 'maintaining', 'proactive', 'compiling', 'innovate', 'improve processes', 'collaboration']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_605\Recommendation_From_ID_341.txt,"['call center', 'customer service', 'problem solve', 'employee satisfaction', 'strategic thinking', 'professional', 'skills demonstrated', 'positions', 'leadership', 'supervising', 'communication', 'cultivating', 'management', 'empathy', 'professionalism', 'adaptability', 'resilience', 'position', 'professional', 'positively']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_605\Recommendation_From_ID_774.txt,"['information technology', 'organizational skill', 'operational efficiency', 'administrative support', 'managed', 'scheduling', 'billing', 'data management', 'reliable', 'sourcing', 'positions', 'communication', 'exhibit', 'addition', 'positions']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_606\Recommendation_From_ID_47.txt,"['accounting system', 'fiscal policy', 'accountant', 'professionalism', 'exhibited', 'finance', 'person', 'accountant', 'maintain', 'management', 'streamline', 'operations', 'communication skills', 'interactions', 'landscape', 'human resources', 'finance']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_606\Recommendation_From_ID_581.txt,"['financial analysis', 'internal control', 'decision make', 'process improvement', 'technical acumen', 'collaborated', 'accountant', 'accounting', 'budgeting', 'auditing', 'positively', 'management', 'operational', 'position', 'accountant', 'financial reporting', 'implemented systems', 'streamlined', 'operations', 'leadership', 'communication skills', 'collaborative', 'accounting']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_606\Recommendation_From_ID_648.txt,"['trade finance', 'analytical skill', 'accounting system', 'customer service', 'banking', 'collaborate', 'accountant', 'maintaining', 'overall effectiveness', 'finance', 'collaborative', 'interaction', 'communication skills', 'human resources', 'finance', 'position']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_606\Recommendation_From_ID_710.txt,"['account payable', 'financial analysis', 'financial system', 'ability to meet deadline', 'financial management', 'accounting', 'collaborating', 'finance', 'accountant', 'exhibited', 'administrative support', 'finance', 'interactions', 'backend', 'reflects', 'proactive', 'communication skills', 'accounting', 'finance', 'accounting practices']"
./Final_Recommendation_Letters\Recommendation_Letters_of_ID_608\Recommendation_From_ID_364.txt,"['activity of daily living', 'vital sign', 'medical terminology', 'CPR', 'position', 'assisting patients', 'professional', 'claims', 'service specialist', 'industry', 'collaborates', 'positive', 'patients families', 'communication skills', 'addition', 'medical']"
